Series Name,Series Code,Country Name,Country Code,1960 [YR1960],1961 [YR1961],1962 [YR1962],1963 [YR1963],1964 [YR1964],1965 [YR1965],1966 [YR1966],1967 [YR1967],1968 [YR1968],1969 [YR1969],1970 [YR1970],1971 [YR1971],1972 [YR1972],1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023]
Carbon dioxide (CO2) emissions from Agriculture (Mt CO2e),EN.GHG.CO2.AG.MT.CE.AR5,Oman,OMN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Carbon dioxide (CO2) emissions from Agriculture (Mt CO2e),EN.GHG.CO2.AG.MT.CE.AR5,Pakistan,PAK,..,..,..,..,..,..,..,..,..,..,0.5833,0.5833,0.5833,0.5833,0.5992,0.7542,0.8501,0.9349,1.0333,1.1046,1.1787,1.1615,1.3277,1.2786,1.2691,1.5575,1.9532,1.8586,1.9121,2.1598,2.1816,2.2022,2.4645,2.5435,2.6428,2.9817,3.0069,3.1545,3.0957,3.3236,3.3969,3.464,3.5191,3.7867,4.1953,4.4629,4.0206,4.4556,4.5802,5.331,4.723,4.7519,4.285,4.7903,5.0097,3.9966,5.5086,5.156,5.221,5.1982,5.4888,5.5871,5.6027,5.6201
Carbon dioxide (CO2) emissions from Agriculture (Mt CO2e),EN.GHG.CO2.AG.MT.CE.AR5,Palau,PLW,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Carbon dioxide (CO2) emissions from Agriculture (Mt CO2e),EN.GHG.CO2.AG.MT.CE.AR5,Panama,PAN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Carbon dioxide (CO2) emissions from Agriculture (Mt CO2e),EN.GHG.CO2.AG.MT.CE.AR5,Papua New Guinea,PNG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Carbon dioxide (CO2) emissions from Agriculture (Mt CO2e),EN.GHG.CO2.AG.MT.CE.AR5,Paraguay,PRY,..,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0285,0.0313,0.0355,0.0602,0.0436,0.0547,0.0334,0.0484,0.0443,0.0504,0.0778,0.075,0.08,0.0878,0.097
Carbon dioxide (CO2) emissions from Agriculture (Mt CO2e),EN.GHG.CO2.AG.MT.CE.AR5,Peru,PER,..,..,..,..,..,..,..,..,..,..,0.2024,0.2024,0.2024,0.2024,0.2912,0.2118,0.2329,0.2411,0.2367,0.2071,0.1916,0.2117,0.1536,0.1224,0.1162,0.0878,0.2535,0.3284,0.3148,0.2289,0.1576,0.1235,0.1217,0.1974,0.2251,0.261,0.2891,0.3357,0.3314,0.3189,0.3609,0.3758,0.3875,0.3944,0.4051,0.433,0.4805,0.466,0.4951,0.5425,0.5316,0.5685,0.5912,0.7464,0.6997,0.9182,0.7921,0.9036,0.6984,1.1472,0.883,1.2647,1.225,1.1853
Carbon dioxide (CO2) emissions from Agriculture (Mt CO2e),EN.GHG.CO2.AG.MT.CE.AR5,Philippines,PHL,..,..,..,..,..,..,..,..,..,..,0.3696,0.3696,0.3696,0.3696,0.3941,0.3123,0.3562,0.3883,0.4207,0.4478,0.3678,0.3678,0.4024,0.4219,0.3242,0.3845,0.5686,0.7182,0.6917,0.7082,0.7335,0.6809,0.7363,0.7781,0.7184,0.6642,0.8966,1.1104,0.7169,0.9645,0.985,0.9325,0.9033,0.7948,0.9612,0.9638,0.9638,1.187,0.9837,0.9874,0.9491,0.9842,1.0356,1.2396,1.5724,1.3769,1.4932,1.5033,1.3916,1.2345,1.4984,1.2693,1.1971,1.1389
Carbon dioxide (CO2) emissions from Agriculture (Mt CO2e),EN.GHG.CO2.AG.MT.CE.AR5,Poland,POL,..,..,..,..,..,..,..,..,..,..,2.368,2.368,2.368,2.368,2.6665,2.8851,2.8459,2.9806,3.5201,3.267,3.4196,3.4137,3.3307,3.7196,3.1828,3.1891,3.4378,3.2976,3.6876,3.4786,1.6773,1.4147,1.6835,1.77,1.8328,1.8417,1.9454,1.9168,1.2754,1.3455,1.7179,1.7005,1.4373,1.6957,1.5725,1.6804,1.7563,1.8517,1.749,1.9209,1.8684,1.9779,2.1193,1.9245,1.7349,1.8265,1.9632,2.0226,1.7432,1.8978,1.9052,1.7327,1.6795,1.6528
Carbon dioxide (CO2) emissions from Agriculture (Mt CO2e),EN.GHG.CO2.AG.MT.CE.AR5,Portugal,PRT,..,..,..,..,..,..,..,..,..,..,0.2213,0.2213,0.2213,0.2213,0.1889,0.2382,0.2142,0.2365,0.2092,0.2181,0.1634,0.1531,0.156,0.1338,0.1208,0.1272,0.1316,0.1275,0.1209,0.1211,0.1339,0.1205,0.1042,0.1058,0.0901,0.0838,0.0728,0.0634,0.0623,0.0592,0.054,0.0524,0.0524,0.0524,0.0529,0.0508,0.0513,0.0471,0.0502,0.0519,0.0551,0.0414,0.0414,0.0414,0.0335,0.0398,0.0335,0.0368,0.0338,0.0365,0.0348,0.0338,0.0337,0.0321
Carbon dioxide (CO2) emissions from Agriculture (Mt CO2e),EN.GHG.CO2.AG.MT.CE.AR5,Puerto Rico,PRI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Carbon dioxide (CO2) emissions from Agriculture (Mt CO2e),EN.GHG.CO2.AG.MT.CE.AR5,Qatar,QAT,..,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0.0003,0.0005,0.0005,0.0006,0.0009,0.0011,0.0013,0.0009,0.0009,0.0009,0.0008,0.0008,0.0008,0.0009,0.0017,0.0016,0.0024,0.0024,0.0031,0.0094,0.0094,0.0019,0.0019,0.0008,0.0013,0.0008,0.0014,0.0016,0.0016,0.0016,0.0016,0.0016,0.0016,0.0016,0.0016,0.0016,0.0016,0.0016,0.0016,0.0016,0.0016,0.0014,0.0016,0.0016,0.0016,0.0018,0.0018,0.0018,0.0018
Carbon dioxide (CO2) emissions from Agriculture (Mt CO2e),EN.GHG.CO2.AG.MT.CE.AR5,Romania,ROU,..,..,..,..,..,..,..,..,..,..,1.0921,1.0921,1.0921,1.0921,1.2414,1.9156,1.5714,1.4771,1.9329,1.8291,1.5714,1.8983,1.8543,1.8936,1.7443,1.837,1.32,1.32,1.32,1.2304,1.3593,0.5029,0.5091,0.6003,0.3533,0.3489,0.3834,0.385,0.5249,0.3489,0.4651,0.4565,0.4007,0.3379,0.4699,0.4384,0.5044,0.5531,0.5971,0.5971,0.8166,0.9926,1.034,1.0487,0.9429,1.1476,1.1826,1.1971,1.1501,1.0175,1.1425,1.056,0.8554,0.8442
Carbon dioxide (CO2) emissions from Agriculture (Mt CO2e),EN.GHG.CO2.AG.MT.CE.AR5,Russian Federation,RUS,..,..,..,..,..,..,..,..,..,..,5.0784,5.0784,5.0784,5.0784,5.4281,5.4281,5.6451,6.1825,6.2104,6.3112,6.8076,6.806,6.7896,7.1689,7.1167,7.1866,7.316,7.5398,7.1298,5.8819,5.4602,5.0385,0,0,0,0,0,0,0,2.247,2.2037,2.3134,1.8826,2.1192,2.2557,2.3157,2.4289,3.0421,3.4406,3.8869,3.5589,3.9925,4.1936,3.9,3.8321,4.8022,5.45,4.6077,5.2609,5.9949,7.1664,5.9312,5.9681,5.811
Carbon dioxide (CO2) emissions from Agriculture (Mt CO2e),EN.GHG.CO2.AG.MT.CE.AR5,Rwanda,RWA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Carbon dioxide (CO2) emissions from Agriculture (Mt CO2e),EN.GHG.CO2.AG.MT.CE.AR5,Samoa,WSM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Carbon dioxide (CO2) emissions from Agriculture (Mt CO2e),EN.GHG.CO2.AG.MT.CE.AR5,San Marino,SMR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Carbon dioxide (CO2) emissions from Agriculture (Mt CO2e),EN.GHG.CO2.AG.MT.CE.AR5,Sao Tome and Principe,STP,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Carbon dioxide (CO2) emissions from Agriculture (Mt CO2e),EN.GHG.CO2.AG.MT.CE.AR5,Saudi Arabia,SAU,..,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0.0053,0.0069,0.0016,0.0028,0.0204,0.038,0.0645,0.1453,0.205,0.2044,0.2302,0.3106,0.297,0.3541,0.3939,0.4086,0.4149,0.3646,0.2556,0.23,0.2661,0.3253,0.2593,0.2972,0.3426,0.3709,0.3693,0.3837,0.385,0.3143,0.3358,0.3845,0.2687,0.243,0.2441,0.3143,0.3452,0.2896,0.2801,0.3326,0.3467,0.3137,0.3099,0.2679,0.163,0.289,0.2834,0.2779
Carbon dioxide (CO2) emissions from Agriculture (Mt CO2e),EN.GHG.CO2.AG.MT.CE.AR5,Senegal,SEN,..,..,..,..,..,..,..,..,..,..,0.0029,0.0029,0.0029,0.0029,0.0042,0.0038,0.0026,0.0087,0.0069,0.0154,0.0118,0.0108,0.0042,0.0116,0.0128,0.0119,0.0111,0.0058,0.0081,0.0075,0.0072,0.012,0.011,0.0126,0.0046,0.0003,0.0055,0.0138,0.017,0.0297,0.0292,0.0116,0.0481,0.003,0.0031,0.0031,0.0031,0.0104,0,0,0,0,0,0.055,0.0477,0.0518,0.0501,0.0644,0.0534,0.0383,0.0565,0.0089,0.0071,0.0063
Carbon dioxide (CO2) emissions from Agriculture (Mt CO2e),EN.GHG.CO2.AG.MT.CE.AR5,Serbia,SRB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Carbon dioxide (CO2) emissions from Agriculture (Mt CO2e),EN.GHG.CO2.AG.MT.CE.AR5,Seychelles,SYC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Carbon dioxide (CO2) emissions from Agriculture (Mt CO2e),EN.GHG.CO2.AG.MT.CE.AR5,Sierra Leone,SLE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Carbon dioxide (CO2) emissions from Agriculture (Mt CO2e),EN.GHG.CO2.AG.MT.CE.AR5,Singapore,SGP,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Carbon dioxide (CO2) emissions from Agriculture (Mt CO2e),EN.GHG.CO2.AG.MT.CE.AR5,Sint Maarten (Dutch part),SXM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Carbon dioxide (CO2) emissions from Agriculture (Mt CO2e),EN.GHG.CO2.AG.MT.CE.AR5,Slovak Republic,SVK,..,..,..,..,..,..,..,..,..,..,0.2225,0.2225,0.2225,0.2225,0.1958,0.2097,0.2074,0.2366,0.267,0.2679,0.3441,0.3221,0.3304,0.3763,0.3723,0.3537,0.3926,0.2321,0.4068,0.443,0.3861,0.0938,0.0758,0.0699,0.0826,0.0984,0.0707,0.0754,0.075,0.0536,0.06,0.0618,0.0701,0.1236,0.1058,0.1095,0.1121,0.1472,0.11,0.0822,0.1042,0.0681,0.0555,0.0618,0.0681,0.0763,0.0943,0.061,0.1066,0.0982,0.1273,0.129,0.1302,0.1301
Carbon dioxide (CO2) emissions from Agriculture (Mt CO2e),EN.GHG.CO2.AG.MT.CE.AR5,Slovenia,SVN,..,..,..,..,..,..,..,..,..,..,0.0038,0.0038,0.0038,0.0038,0.0038,0.004,0.0042,0.0043,0.0045,0.0052,0.0049,0.005,0.0052,0.0043,0.0084,0.009,0.0065,0.0071,0.0052,0.0088,0.0071,0.0046,0.0094,0.0199,0.009,0.0212,0.0006,0.0118,0.0454,0.0531,0.0581,0.0536,0.0636,0.0627,0.0685,0.071,0.0512,0.0371,0.0251,0.033,0.0192,0.0019,0.0034,0.0027,0.0034,0.0025,0.0027,0.0029,0.0034,0.0034,0.0034,0.0027,0.0027,0.0027
Carbon dioxide (CO2) emissions from Agriculture (Mt CO2e),EN.GHG.CO2.AG.MT.CE.AR5,Solomon Islands,SLB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Carbon dioxide (CO2) emissions from Agriculture (Mt CO2e),EN.GHG.CO2.AG.MT.CE.AR5,Somalia,SOM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Carbon dioxide (CO2) emissions from Agriculture (Mt CO2e),EN.GHG.CO2.AG.MT.CE.AR5,South Africa,ZAF,..,..,..,..,..,..,..,..,..,..,0.1554,0.1554,0.1554,0.1554,0.1724,0.1939,0.1994,0.2238,0.227,0.2058,0.2722,0.3297,0.3153,0.2505,0.2447,0.1855,0.1933,0.1995,0.1842,0.172,0.1569,0.1795,0.1841,0.1904,0.187,0.1996,0.2488,0.2572,0.3138,0.3169,0.3126,0.3054,0.4243,0.44,0.4666,0.3721,0.4678,0.4693,0.4269,0.4421,0.406,0.4431,0.4866,0.6392,0.835,0.7112,0.8409,1.0881,0.8963,0.7726,0.8824,1.3946,1.42,1.5516
Carbon dioxide (CO2) emissions from Agriculture (Mt CO2e),EN.GHG.CO2.AG.MT.CE.AR5,South Sudan,SSD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Carbon dioxide (CO2) emissions from Agriculture (Mt CO2e),EN.GHG.CO2.AG.MT.CE.AR5,Spain,ESP,..,..,..,..,..,..,..,..,..,..,1.1008,1.1008,1.1008,1.1008,0.9402,1.125,1.1432,0.9925,1.1336,1.1833,1.1317,1.1291,1.0355,1.02,1.2131,1.32,1.7314,1.776,1.7221,1.6279,1.5007,1.4307,1.1236,1.2818,1.3247,1.5196,1.5788,1.3965,1.4583,1.5149,1.4489,1.4483,1.4426,1.5295,1.374,1.2493,1.1953,1.1222,0.9984,1.0069,1.0381,0.7662,1.0403,1.184,1.1807,1.0817,1.2,1.4326,1.1069,1.1296,1.337,0.9753,0.9141,0.889
Carbon dioxide (CO2) emissions from Agriculture (Mt CO2e),EN.GHG.CO2.AG.MT.CE.AR5,Sri Lanka,LKA,..,..,..,..,..,..,..,..,..,..,0.1732,0.1732,0.1732,0.1732,0.2455,0.1241,0.17,0.1801,0.2385,0.2247,0.2374,0.1933,0.1787,0.2026,0.2356,0.2329,0.229,0.2483,0.2698,0.2525,0.232,0.2483,0.2712,0.297,0.2964,0.2752,0.292,0.2736,0.3027,0.339,0.3328,0.3168,0.3253,0.2609,0.3445,0.2499,0.2671,0.2719,0.2774,0.286,0.3086,0.3555,0.3459,0.3546,0.3917,0.4535,0.3065,0.2552,0.2876,0.2263,0.3542,0.183,0.1583,0.1371
Carbon dioxide (CO2) emissions from Agriculture (Mt CO2e),EN.GHG.CO2.AG.MT.CE.AR5,St. Kitts and Nevis,KNA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Carbon dioxide (CO2) emissions from Agriculture (Mt CO2e),EN.GHG.CO2.AG.MT.CE.AR5,St. Lucia,LCA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Carbon dioxide (CO2) emissions from Agriculture (Mt CO2e),EN.GHG.CO2.AG.MT.CE.AR5,St. Martin (French part),MAF,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Carbon dioxide (CO2) emissions from Agriculture (Mt CO2e),EN.GHG.CO2.AG.MT.CE.AR5,St. Vincent and the Grenadines,VCT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Carbon dioxide (CO2) emissions from Agriculture (Mt CO2e),EN.GHG.CO2.AG.MT.CE.AR5,Sudan,SDN,..,..,..,..,..,..,..,..,..,..,0.1058,0.1058,0.1058,0.1058,0.1065,0.1738,0.1257,0.0503,0.0179,0.0533,0.1263,0.1171,0.1241,0.0655,0.1351,0.1468,0.0943,0.0594,0.1229,0.0737,0.1042,0.0619,0.0699,0.069,0.0619,0.0498,0.1207,0.1084,0.0412,0.0432,0.0853,0.1113,0.0889,0.0676,0.0919,0.0879,0.0864,0.0889,0.0823,0.0863,0.1191,0.1297,0.1189,0.1685,0.1995,0.1185,0.3049,0.0684,0.1362,0.1839,0.0481,0.1375,0.104,0.08
Carbon dioxide (CO2) emissions from Agriculture (Mt CO2e),EN.GHG.CO2.AG.MT.CE.AR5,Suriname,SUR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Carbon dioxide (CO2) emissions from Agriculture (Mt CO2e),EN.GHG.CO2.AG.MT.CE.AR5,Sweden,SWE,..,..,..,..,..,..,..,..,..,..,0.0792,0.0792,0.0792,0.0792,0.0636,0.0805,0.0915,0.0677,0.0685,0.0808,0.066,0.0663,0.0588,0.063,0.0372,0.0475,0.0322,0.0253,0.0261,0.0204,0.0355,0.0644,0.1163,0.1446,0.1137,0.0948,0.099,0.0917,0.0901,0.0597,0.0503,0.0838,0.0754,0.0409,0.0409,0.0629,0.0566,0.0618,0.0534,0.0321,0.0346,0.0216,0.0115,0.0089,0.0238,0.0248,0.0123,0.0236,0.0168,0.0198,0.0182,0.016,0.0159,0.0153
Carbon dioxide (CO2) emissions from Agriculture (Mt CO2e),EN.GHG.CO2.AG.MT.CE.AR5,Switzerland,CHE,..,..,..,..,..,..,..,..,..,..,0.0136,0.0136,0.0136,0.0136,0.0042,0.0118,0.0245,0.0314,0.0387,0.0438,0.0421,0.0414,0.0458,0.051,0.0524,0.053,0.0524,0.0506,0.0514,0.058,0.0482,0.0346,0.0372,0.0372,0.055,0.0361,0.0424,0.0361,0.0346,0.0314,0.0424,0.033,0.0267,0.0314,0.0377,0.055,0.0534,0.0409,0.0314,0.0339,0.0267,0.0681,0.0598,0.0601,0.0461,0.0536,0.0582,0.049,0.0155,0.014,0.0428,0.0431,0.0484,0.0547
Carbon dioxide (CO2) emissions from Agriculture (Mt CO2e),EN.GHG.CO2.AG.MT.CE.AR5,Syrian Arab Republic,SYR,..,..,..,..,..,..,..,..,..,..,0.0858,0.0858,0.0858,0.0858,0.0789,0.0478,0.088,0.0943,0.1241,0.1542,0.242,0.1788,0.1495,0.1652,0.1648,0.195,0.1818,0.2488,0.2122,0.1997,0.2577,0.1603,0.2854,0.2687,0.3913,0.5076,0.4705,0.4204,0.3241,0.4345,0.4735,0.2719,0.3089,0.3089,0.4997,0.4714,0.3176,0.3774,0.2925,0.3215,0.2506,0.2411,0.181,0.0302,0.0402,0.0006,0.0006,0.0582,0.0354,0.042,0.0701,0.0382,0.0392,0.0404
Carbon dioxide (CO2) emissions from Agriculture (Mt CO2e),EN.GHG.CO2.AG.MT.CE.AR5,Tajikistan,TJK,..,..,..,..,..,..,..,..,..,..,0.1273,0.1273,0.1273,0.1273,0.138,0.138,0.146,0.1638,0.1678,0.1726,0.1772,0.1777,0.1775,0.1889,0.1891,0.1934,0.2007,0.2056,0.1909,0.1556,0.146,0.1365,0.1269,0.1173,0.1078,0.0982,0.0886,0.1041,0.0801,0.0269,0.0322,0.0302,0.0487,0.0427,0.0332,0.0327,0.0255,0.021,0.0198,0.033,0.033,0.0303,0.0116,0.006,0.0228,0.0206,0.0087,0.1127,0.1021,0.0646,0.0916,0.0361,0.0394,0.0433
Carbon dioxide (CO2) emissions from Agriculture (Mt CO2e),EN.GHG.CO2.AG.MT.CE.AR5,Tanzania,TZA,..,..,..,..,..,..,..,..,..,..,0.0398,0.0398,0.0398,0.0398,0.0597,0.0544,0.0438,0.0619,0.0427,0.0707,0.0654,0.066,0.0574,0.0473,0.0434,0.0481,0.0482,0.0583,0.052,0.0501,0.0654,0.0644,0.0514,0.0655,0.0676,0.022,0.043,0.0449,0.0376,0.0274,0.0293,0.0246,0.0205,0.0345,0.0736,0.0502,0.06,0.0525,0.0497,0.074,0.1107,0.0573,0.086,0.1682,0.1196,0.0877,0.1475,0.1599,0.2022,0.1219,0.2831,0.1378,0.1299,0.1231
Carbon dioxide (CO2) emissions from Agriculture (Mt CO2e),EN.GHG.CO2.AG.MT.CE.AR5,Thailand,THA,..,..,..,..,..,..,..,..,..,..,0.0896,0.0896,0.0896,0.0896,0.0904,0.1334,0.315,0.2582,0.2808,0.2425,0.2698,0.3722,0.4664,0.633,0.549,0.5792,0.5707,0.6185,0.6584,0.7009,0.803,0.9061,0.948,1.1629,1.1712,1.21,1.3446,1.4777,2.0727,2.25,1.7471,2.0562,2.1037,2.1295,2.0601,2.1933,1.9273,1.9852,1.8621,2.3072,2.5267,2.6314,2.6251,2.7376,2.4454,2.2479,2.4873,2.7322,2.6732,2.2017,2.2983,2.186,2.1495,2.1042
Carbon dioxide (CO2) emissions from Agriculture (Mt CO2e),EN.GHG.CO2.AG.MT.CE.AR5,Timor-Leste,TLS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Carbon dioxide (CO2) emissions from Agriculture (Mt CO2e),EN.GHG.CO2.AG.MT.CE.AR5,Togo,TGO,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Carbon dioxide (CO2) emissions from Agriculture (Mt CO2e),EN.GHG.CO2.AG.MT.CE.AR5,Tonga,TON,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Carbon dioxide (CO2) emissions from Agriculture (Mt CO2e),EN.GHG.CO2.AG.MT.CE.AR5,Trinidad and Tobago,TTO,..,..,..,..,..,..,..,..,..,..,0.044,0.044,0.044,0.044,0.0333,0.027,0.027,0.0214,0.0281,0.027,0.0218,0.0157,0.0145,0.0132,0.0086,0.0038,0.0025,0.0025,0.0005,0.0008,0.0086,0.0086,0.0101,0.0039,0.0031,0.0031,0.0079,0.0079,0.0072,0.0072,0.0079,0.0079,0.0031,0.0031,0.0079,0.0079,0.0079,0.0079,0.0075,0.0079,0.0079,0.0079,0.0094,0.0094,0.0094,0.0094,0.0094,0.0094,0.0094,0.0094,0.0094,0.0094,0.0094,0.0094
Carbon dioxide (CO2) emissions from Agriculture (Mt CO2e),EN.GHG.CO2.AG.MT.CE.AR5,Tunisia,TUN,..,..,..,..,..,..,..,..,..,..,0.0608,0.0608,0.0608,0.0608,0.0698,0.0717,0.0673,0.0723,0.0827,0.0792,0.0817,0.0962,0.1172,0.1031,0.1356,0.14,0.1593,0.1574,0.1399,0.1482,0.1123,0.1557,0.1623,0.1518,0.1358,0.1152,0.155,0.1535,0.1877,0.1928,0.1826,0.1624,0.1592,0.1676,0.1928,0.2053,0.231,0.2237,0.1957,0.2294,0.2357,0.2451,0.2535,0.1499,0.1717,0.1976,0.279,0.2072,0.2393,0.2077,0.1474,0.1979,0.1651,0.1651
