Series Name,Series Code,Country Name,Country Code,1960 [YR1960],1961 [YR1961],1962 [YR1962],1963 [YR1963],1964 [YR1964],1965 [YR1965],1966 [YR1966],1967 [YR1967],1968 [YR1968],1969 [YR1969],1970 [YR1970],1971 [YR1971],1972 [YR1972],1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023]
Energy intensity level of primary energy (MJ/$2017 PPP GDP),EG.EGY.PRIM.PP.KD,Slovenia,SVN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5.2,5.36,5.19,5.12,5.05,5.04,4.74,4.49,4.57,4.43,4.49,4.45,4.38,4.31,4.08,3.94,3.94,3.86,3.66,3.48,3.44,3.26,3.15,..
Energy intensity level of primary energy (MJ/$2017 PPP GDP),EG.EGY.PRIM.PP.KD,Solomon Islands,SLB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,7.81,8.67,9.12,8.75,8.49,8.18,7.95,7.7,7.4,7.37,6.92,6.63,6.54,6.58,6.03,5.6,5.23,5.05,4.97,4.93,5.08,5.07,5.18,..
Energy intensity level of primary energy (MJ/$2017 PPP GDP),EG.EGY.PRIM.PP.KD,Somalia,SOM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,12.23,11.72,12,12.83,11.61,10.69,10.01,9.16,8.64,8.2,7.51,6.88,6.91,6.86,6.72,6.43,6.85,6.41,6.37,6.3,6.6,6.57,6.51,..
Energy intensity level of primary energy (MJ/$2017 PPP GDP),EG.EGY.PRIM.PP.KD,South Africa,ZAF,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,9.22,8.65,7.94,8.64,9.01,8.22,7.93,8.18,8.59,8.84,7.98,7.87,7.35,7.12,7.43,6.93,7.14,7.02,6.72,6.72,6.9,6.57,..,..
Energy intensity level of primary energy (MJ/$2017 PPP GDP),EG.EGY.PRIM.PP.KD,South Sudan,SSD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4.87,4.06,4.13,5.03,5.24,5.21,5.75,5.8,6.06,5.88,..,..
Energy intensity level of primary energy (MJ/$2017 PPP GDP),EG.EGY.PRIM.PP.KD,Spain,ESP,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.6,3.55,3.56,3.58,3.62,3.57,3.42,3.35,3.21,3.07,3.07,3.04,3.13,2.96,2.86,2.85,2.78,2.84,2.77,2.64,2.67,2.66,2.53,..
Energy intensity level of primary energy (MJ/$2017 PPP GDP),EG.EGY.PRIM.PP.KD,Sri Lanka,LKA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3,2.96,2.9,2.9,2.79,2.68,2.52,2.4,2.21,2.16,2.14,2,1.89,1.67,1.69,1.69,1.76,1.59,1.55,1.61,1.66,1.67,..,..
Energy intensity level of primary energy (MJ/$2017 PPP GDP),EG.EGY.PRIM.PP.KD,St. Kitts and Nevis,KNA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.28,3.2,3.42,3.65,3.7,3.16,2.69,2.83,2.54,2.7,2.72,2.77,2.73,2.59,2.44,2.49,2.46,2.48,2.46,2.4,2.64,2.63,2.63,..
Energy intensity level of primary energy (MJ/$2017 PPP GDP),EG.EGY.PRIM.PP.KD,St. Lucia,LCA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.09,3.31,3.25,3.25,3.14,3.1,3.02,2.98,2.85,2.89,3.19,3.02,3.05,3.1,3.05,3.01,2.85,2.86,2.85,2.82,3.58,3.35,2.94,..
Energy intensity level of primary energy (MJ/$2017 PPP GDP),EG.EGY.PRIM.PP.KD,St. Martin (French part),MAF,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Energy intensity level of primary energy (MJ/$2017 PPP GDP),EG.EGY.PRIM.PP.KD,St. Vincent and the Grenadines,VCT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.24,2.6,2.67,2.65,2.8,2.75,2.55,2.67,2.47,3.17,2.65,2.63,2.72,2.52,2.89,2.62,2.59,2.26,2.48,2.26,2.51,2.46,2.43,..
Energy intensity level of primary energy (MJ/$2017 PPP GDP),EG.EGY.PRIM.PP.KD,Sudan,SDN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4.51,4.31,4.37,3.99,3.79,3.71,3.73,3.4,3.32,3.58,3.26,3.61,3.72,4.53,4.46,4.27,4.07,4.13,4.31,4.54,4.61,4.83,..,..
Energy intensity level of primary energy (MJ/$2017 PPP GDP),EG.EGY.PRIM.PP.KD,Suriname,SUR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4.18,4.3,3.01,3.02,3.08,3.37,3.07,2.81,2.88,2.79,3.12,3.7,3.07,3.66,3.85,3.56,4.14,3.85,3.5,3.97,4.65,4.74,..,..
Energy intensity level of primary energy (MJ/$2017 PPP GDP),EG.EGY.PRIM.PP.KD,Sweden,SWE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5.46,5.72,5.74,5.49,5.46,5.18,4.82,4.64,4.63,4.43,4.7,4.45,4.52,4.41,4.19,3.7,3.9,3.91,3.91,3.73,3.44,3.49,3.24,..
Energy intensity level of primary energy (MJ/$2017 PPP GDP),EG.EGY.PRIM.PP.KD,Switzerland,CHE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.44,2.55,2.48,2.49,2.44,2.36,2.36,2.16,2.19,2.25,2.12,2.01,2.01,2.05,1.88,1.81,1.72,1.71,1.67,1.69,1.65,1.53,1.48,..
Energy intensity level of primary energy (MJ/$2017 PPP GDP),EG.EGY.PRIM.PP.KD,Syrian Arab Republic,SYR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Energy intensity level of primary energy (MJ/$2017 PPP GDP),EG.EGY.PRIM.PP.KD,Tajikistan,TJK,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,10.77,9.64,8.87,8.2,8.02,7.5,7.23,7.17,6.32,5.28,5.06,4.73,4.76,4.45,4.47,4.57,4.49,4.33,4.36,4.43,4.4,4.03,..,..
Energy intensity level of primary energy (MJ/$2017 PPP GDP),EG.EGY.PRIM.PP.KD,Tanzania,TZA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,12.45,12.17,11.91,11.58,11.14,10.96,10.85,10.05,9.68,9.41,9.2,9.02,8.67,8.51,7.89,7.77,7.47,7.06,6.75,6.69,6.44,6.38,..,..
Energy intensity level of primary energy (MJ/$2017 PPP GDP),EG.EGY.PRIM.PP.KD,Thailand,THA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4.93,4.9,5.1,5.15,5.24,5.18,5.03,4.95,4.99,5,5.1,5.05,5.05,5.29,5.22,5.07,5.04,4.82,4.53,4.53,4.59,4.44,..,..
Energy intensity level of primary energy (MJ/$2017 PPP GDP),EG.EGY.PRIM.PP.KD,Timor-Leste,TLS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.73,1.75,1.82,1.75,1.82,1.67,1.58,1.54,1.44,1.38,1.49,1.68,1.91,1.81,2.02,2.24,2.12,2.47,2.58,2.45,2.42,..
Energy intensity level of primary energy (MJ/$2017 PPP GDP),EG.EGY.PRIM.PP.KD,Togo,TGO,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,10.61,10.49,10.47,10.36,10.57,11.3,10.99,11.28,11.29,13.02,12.3,11.7,10.97,10.07,9.93,9.17,9.34,8.27,8.51,8.3,8.76,8.6,..,..
Energy intensity level of primary energy (MJ/$2017 PPP GDP),EG.EGY.PRIM.PP.KD,Tonga,TON,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.04,2.76,2.8,3.44,3.33,3.33,3.9,3.57,3.62,4.13,3.5,3.03,3.03,3.15,3.02,3.07,3.13,3.2,3.24,3.86,4.48,4.65,4.03,..
Energy intensity level of primary energy (MJ/$2017 PPP GDP),EG.EGY.PRIM.PP.KD,Trinidad and Tobago,TTO,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,18.81,20.15,20.31,20.1,19.14,21.08,20.59,21.02,19.75,20.83,21.42,21.37,20.27,19.46,19.15,18.29,17.31,18.34,18.58,18.82,17.74,18.72,..,..
Energy intensity level of primary energy (MJ/$2017 PPP GDP),EG.EGY.PRIM.PP.KD,Tunisia,TUN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4.05,4.12,4.12,4.04,4.01,3.81,3.81,3.69,3.69,3.48,3.77,3.68,3.68,3.66,3.61,3.66,3.67,3.7,3.64,3.53,3.68,3.81,3.7,..
Energy intensity level of primary energy (MJ/$2017 PPP GDP),EG.EGY.PRIM.PP.KD,Turkiye,TUR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.25,3.17,3.15,3.16,2.95,2.82,2.92,2.99,2.91,3.06,3.03,2.9,2.9,2.61,2.57,2.62,2.7,2.69,2.57,2.59,2.55,2.48,2.27,..
Energy intensity level of primary energy (MJ/$2017 PPP GDP),EG.EGY.PRIM.PP.KD,Turkmenistan,TKM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,30.44,21.45,15.5,18.32,20.12,17.36,16.16,14.42,15.48,12.81,12.58,11.97,11.27,10.72,9.98,10.06,10.17,9.72,9.64,10.16,10.64,10.18,..,..
Energy intensity level of primary energy (MJ/$2017 PPP GDP),EG.EGY.PRIM.PP.KD,Turks and Caicos Islands,TCA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5.15,5.2,5.2,5.14,4.75,4.6,5.09,4.92,4.72,6.34,5.95,5.95,..
Energy intensity level of primary energy (MJ/$2017 PPP GDP),EG.EGY.PRIM.PP.KD,Tuvalu,TUV,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.82,3.79,3.86,3.89,4.04,4.35,4.38,5.02,3.55,4.22,4.03,3.89,3.84,3.32,3.34,3.01,2.87,2.9,3.21,2.83,2.79,2.79,2.79,..
Energy intensity level of primary energy (MJ/$2017 PPP GDP),EG.EGY.PRIM.PP.KD,Uganda,UGA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,13.42,13.54,13.15,12.91,12.72,12.14,11.86,11.53,10.81,10.45,10.2,9.9,10.03,10.13,9.98,9.71,10.06,9.87,9.88,9.52,10.72,10.2,9.86,..
Energy intensity level of primary energy (MJ/$2017 PPP GDP),EG.EGY.PRIM.PP.KD,Ukraine,UKR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,15.78,14.54,13.96,13.23,11.93,11.51,10.27,9.76,9.23,9.23,10.26,9.31,8.99,8.52,8.3,8.08,7.79,7.42,7.5,6.95,6.98,6.89,..,..
Energy intensity level of primary energy (MJ/$2017 PPP GDP),EG.EGY.PRIM.PP.KD,United Arab Emirates,ARE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4.13,5.67,5.47,4.95,4.46,4.52,4.29,4.51,5.17,5.84,5.36,4.99,5.13,5.17,5.64,5.82,5.87,4.87,4.94,5.24,5.29,5.48,..,..
Energy intensity level of primary energy (MJ/$2017 PPP GDP),EG.EGY.PRIM.PP.KD,United Kingdom,GBR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4.07,3.99,3.87,3.82,3.69,3.61,3.47,3.26,3.22,3.17,3.21,2.94,2.98,2.88,2.63,2.59,2.5,2.41,2.34,2.22,2.28,2.2,2.04,..
Energy intensity level of primary energy (MJ/$2017 PPP GDP),EG.EGY.PRIM.PP.KD,United States,USA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,6.72,6.53,6.5,6.33,6.23,6.04,5.82,5.81,5.65,5.52,5.5,5.34,5.13,5.12,5.07,4.88,4.75,4.63,4.62,4.51,4.27,4.24,4.17,..
Energy intensity level of primary energy (MJ/$2017 PPP GDP),EG.EGY.PRIM.PP.KD,Uruguay,URY,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.67,2.44,2.46,2.45,2.67,2.57,2.67,2.5,3.02,2.86,2.6,2.68,2.76,2.59,2.55,2.72,2.79,2.68,2.77,2.71,2.88,2.94,..,..
Energy intensity level of primary energy (MJ/$2017 PPP GDP),EG.EGY.PRIM.PP.KD,Uzbekistan,UZB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,26.39,25.59,25.5,23.68,21.79,19.25,18.49,16.49,15.57,13.15,13.35,12.79,10.42,9.6,8.38,7.47,7.45,7.51,8.59,7.93,7.47,7.55,..,..
Energy intensity level of primary energy (MJ/$2017 PPP GDP),EG.EGY.PRIM.PP.KD,Vanuatu,VUT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4.11,4.15,4.26,4.15,3.85,3.69,3.37,3.36,3.5,4.2,4.2,4.22,3.93,3.82,4.59,4.1,4.23,3.8,4.35,4.03,4.96,5.17,5.04,..
Energy intensity level of primary energy (MJ/$2017 PPP GDP),EG.EGY.PRIM.PP.KD,"Venezuela, RB",VEN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,6.26,5.65,7.64,7.74,6.31,5.98,5.54,5.21,4.93,4.91,5.93,5.08,4.87,5.33,4.82,4.99,5.51,6.14,6.08,7.48,8.48,8.32,..,..
Energy intensity level of primary energy (MJ/$2017 PPP GDP),EG.EGY.PRIM.PP.KD,Viet Nam,VNM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4.21,4.2,4.28,4.19,4.31,4.25,4.07,4.09,4.14,4.29,4.44,4.18,4.01,3.91,4.11,3.54,3.65,3.55,3.9,4.09,4.03,3.85,..,..
Energy intensity level of primary energy (MJ/$2017 PPP GDP),EG.EGY.PRIM.PP.KD,Virgin Islands (U.S.),VIR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Energy intensity level of primary energy (MJ/$2017 PPP GDP),EG.EGY.PRIM.PP.KD,West Bank and Gaza,PSE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.85,2.7,3.11,2.94,3.4,3.58,3.2,3.2,2.85,2.68,2.61,2.61,2.43,2.44,2.76,2.81,2.74,2.68,2.55,2.75,3.15,3.13,3.1,..
Energy intensity level of primary energy (MJ/$2017 PPP GDP),EG.EGY.PRIM.PP.KD,"Yemen, Rep.",YEM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.88,3.08,2.87,3.07,3.22,3.25,3.37,3.2,3.25,3.47,3.12,3.03,2.68,3.52,3.35,2.22,1.75,1.81,2.24,2.22,2.12,2.07,..,..
Energy intensity level of primary energy (MJ/$2017 PPP GDP),EG.EGY.PRIM.PP.KD,Zambia,ZMB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,12.77,12.53,12.37,11.94,11.47,11.04,10.47,9.84,9.45,8.88,8.31,8.28,8.07,7.9,7.86,7.83,7.73,7.77,7.69,7.5,7.88,7.82,..,..
Energy intensity level of primary energy (MJ/$2017 PPP GDP),EG.EGY.PRIM.PP.KD,Zimbabwe,ZWE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,12.57,12.51,13.38,15.33,15.96,18.15,19.35,19.74,22.09,20.93,17.83,16.48,14.61,14.79,14.69,14.59,14.18,13.62,13.64,14.35,15.05,14.77,..,..
Energy intensity level of primary energy (MJ/$2017 PPP GDP),EG.EGY.PRIM.PP.KD,Africa Eastern and Southern,AFE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,9.12413470748888,8.82597760316602,8.48719835707038,8.72075451507263,8.69993023643302,8.1668319700992,7.9174013979197,7.69147598609781,7.70079626114117,7.85231039570682,7.32262337427946,7.28694301705165,7.14622109796895,7.04639214908717,7.01580541689895,6.8263502404014,6.84465984941395,6.71018640925387,6.56354315706116,6.51487704892833,6.66035470628078,6.5073215041492,..,..
Energy intensity level of primary energy (MJ/$2017 PPP GDP),EG.EGY.PRIM.PP.KD,Africa Western and Central,AFW,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,7.82735604641129,7.63630982029574,7.27647301543406,7.07746778951499,6.83264738101263,6.7734748684414,6.50164717445764,6.349615026347,6.1684277119714,5.83077574367601,5.95775480238256,6.1003220667997,5.92514773855976,5.84541247779099,5.65865663575918,5.48811194616702,5.64312385319088,5.52808971965003,5.42765410977341,5.50309984366008,5.63564026376909,5.55716745503983,..,..
Energy intensity level of primary energy (MJ/$2017 PPP GDP),EG.EGY.PRIM.PP.KD,Arab World,ARB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5.21384944037247,5.69697658243884,5.85471873955377,4.84388558304026,4.6189320977545,4.68743079057348,4.68673174373243,4.6909333883461,4.75674467103499,4.98983453796006,5.01750168616332,4.98354374729148,5.05226899883163,4.93175366252419,5.09164257652264,5.04849088982291,4.99350039109455,5.02224231821772,4.90665432115321,4.91999423121066,4.89911663676865,4.94158429094906,..,..
Energy intensity level of primary energy (MJ/$2017 PPP GDP),EG.EGY.PRIM.PP.KD,Caribbean small states,CSS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.76626052623085,3.77990012500827,3.53197967970087,3.56800370003305,3.58136887944391,3.42855488792875,3.26394292687142,3.23129004682536,3.26648603261281,3.49347612011475,3.53132944776344,3.70145646966375,3.39825108392622,3.4613565624184,3.43727050098164,3.41607036678524,3.56863239754406,3.49969579167053,3.4071912469176,3.56314680650373,3.56737742356205,3.50008980655232,2.63597593129506,..
Energy intensity level of primary energy (MJ/$2017 PPP GDP),EG.EGY.PRIM.PP.KD,Central Europe and the Baltics,CEB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,6.11586923057614,6.08989578168695,5.90593185590899,5.85913918927271,5.52991674265793,5.34112461994945,5.13784762833218,4.82373908962995,4.61595209191366,4.4471193567041,4.58395840462584,4.41792511886003,4.24855025906614,4.13617202197053,3.91240894136188,3.80946536717368,3.78290508629764,3.74825519204769,3.63480754261647,3.41625054695676,3.40764585510304,3.39911945059189,3.14686767127088,..
Energy intensity level of primary energy (MJ/$2017 PPP GDP),EG.EGY.PRIM.PP.KD,Early-demographic dividend,EAR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5.36346434851783,5.33794947188792,5.35505545962159,5.24505958880127,5.17953106039416,5.0532942492898,4.95166236347124,4.84795031170398,4.85488311957732,4.93485099169015,4.77452358842264,4.67597576027235,4.61700121860772,4.46904583688601,4.48697622716244,4.3361542223623,4.24322249318259,4.19972434956423,4.1290662021255,4.06889686538839,4.09086642690861,4.03870055103221,..,..
Energy intensity level of primary energy (MJ/$2017 PPP GDP),EG.EGY.PRIM.PP.KD,East Asia & Pacific,EAS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,6.96030915038408,6.80873617805211,6.77135748645354,6.92929908221602,7.12593062574995,7.07870878324258,7.00519240237358,6.80260659057287,6.58905342786354,6.61336385144041,6.64084098424721,6.53059080418892,6.33142121220808,6.16155110609207,5.97670034263758,5.69291862252117,5.43609210109416,5.31092373787361,5.24548890904186,5.19872333230644,5.27177528648008,5.22653945702368,..,..
Energy intensity level of primary energy (MJ/$2017 PPP GDP),EG.EGY.PRIM.PP.KD,East Asia & Pacific (excluding high income),EAP,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,8.66452613069936,8.38924898314019,8.26410482424468,8.50011670586696,8.78221049049573,8.73781141869068,8.54993476022956,8.17232610298841,7.76407668462458,7.6567908913178,7.66102629160771,7.53544949726457,7.25137322989866,7.00078543745141,6.73797202153627,6.34109377784022,5.97456100074771,5.80486756825055,5.73181589652366,5.66219363106869,5.7417561565554,5.67729801148094,..,..
Energy intensity level of primary energy (MJ/$2017 PPP GDP),EG.EGY.PRIM.PP.KD,East Asia & Pacific (IDA & IBRD countries),TEA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,8.66468142396925,8.38939429384117,8.26423085504026,8.50023204095937,8.78236764314567,8.73796883367326,8.55006411242292,8.17247939743343,7.7641619608872,7.6568713079048,7.66111445134894,7.53552906298248,7.25145200303667,7.00087050549693,6.73804445278374,6.34115531365582,5.97462374694652,5.80493789953406,5.73187762645946,5.66225231986772,5.74181293446485,5.67735908860736,..,..
Energy intensity level of primary energy (MJ/$2017 PPP GDP),EG.EGY.PRIM.PP.KD,Euro area,EMU,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.89403777781431,3.90906998755049,3.86957086366465,3.93538230387528,3.89912991022027,3.84590712102856,3.73482159231195,3.56715636224535,3.54684782219952,3.50670334185701,3.56020772383421,3.37385243789933,3.37286397245768,3.35195296856467,3.17553829396194,3.15976003624226,3.10790181845535,3.06290779699385,2.96221405497433,2.8710468487533,2.83431044559338,2.83492739121837,2.56777689491171,..
Energy intensity level of primary energy (MJ/$2017 PPP GDP),EG.EGY.PRIM.PP.KD,Europe & Central Asia,ECS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5.43783757945278,5.37807604131172,5.27584461974583,5.29731393211862,5.15759963164301,5.01243022561555,4.86853190409347,4.63664646189049,4.58981980158998,4.51848315520452,4.63735038065882,4.47887245638705,4.43394107030199,4.32017197573112,4.10689764869701,4.01034207393609,4.01398732538064,3.96333049117065,3.95509611158443,3.83569971742213,3.84944726878759,3.864256472657,2.5812222078965,..
